,amount,feature_selector,result,split
298,1.0,LinearSVC L1,0.7976878612716763,4
299,1.0,PCA,0.8208092485549133,4
300,0.1,None,0.6802325581395349,5
301,0.1,kthPercentile10,0.6627906976744186,5
302,0.1,kthPercentile25,0.686046511627907,5
303,0.1,kthPercentile50,0.6511627906976745,5
304,0.1,LinearSVC L1,0.6395348837209303,5
305,0.1,PCA,0.6453488372093024,5
306,0.2,None,0.7034883720930233,5
307,0.2,kthPercentile10,0.6337209302325582,5
308,0.2,kthPercentile25,0.686046511627907,5
309,0.2,kthPercentile50,0.6744186046511628,5
310,0.2,LinearSVC L1,0.686046511627907,5
311,0.2,PCA,0.6802325581395349,5
312,0.30000000000000004,None,0.7732558139534884,5
313,0.30000000000000004,kthPercentile10,0.7558139534883721,5
314,0.30000000000000004,kthPercentile25,0.7441860465116279,5
315,0.30000000000000004,kthPercentile50,0.7674418604651163,5
316,0.30000000000000004,LinearSVC L1,0.7790697674418605,5
317,0.30000000000000004,PCA,0.7848837209302325,5
318,0.4,None,0.7325581395348837,5
319,0.4,kthPercentile10,0.686046511627907,5
320,0.4,kthPercentile25,0.75,5
321,0.4,kthPercentile50,0.7267441860465116,5
322,0.4,LinearSVC L1,0.75,5
323,0.4,PCA,0.7325581395348837,5
324,0.5,None,0.7558139534883721,5
325,0.5,kthPercentile10,0.6744186046511628,5
326,0.5,kthPercentile25,0.7441860465116279,5
327,0.5,kthPercentile50,0.7209302325581395,5
328,0.5,LinearSVC L1,0.7383720930232558,5
329,0.5,PCA,0.7441860465116279,5
330,0.6,None,0.7616279069767442,5
331,0.6,kthPercentile10,0.7267441860465116,5
332,0.6,kthPercentile25,0.7441860465116279,5
333,0.6,kthPercentile50,0.7325581395348837,5
334,0.6,LinearSVC L1,0.7674418604651163,5
335,0.6,PCA,0.75,5
336,0.7000000000000001,None,0.7732558139534884,5
337,0.7000000000000001,kthPercentile10,0.75,5
338,0.7000000000000001,kthPercentile25,0.7441860465116279,5
339,0.7000000000000001,kthPercentile50,0.7732558139534884,5
340,0.7000000000000001,LinearSVC L1,0.7848837209302325,5
341,0.7000000000000001,PCA,0.7732558139534884,5
342,0.8,None,0.75,5
343,0.8,kthPercentile10,0.75,5
344,0.8,kthPercentile25,0.7732558139534884,5
345,0.8,kthPercentile50,0.7732558139534884,5
346,0.8,LinearSVC L1,0.7325581395348837,5
347,0.8,PCA,0.7441860465116279,5
348,0.9,None,0.7906976744186046,5
349,0.9,kthPercentile10,0.7674418604651163,5
350,0.9,kthPercentile25,0.8081395348837209,5
351,0.9,kthPercentile50,0.7732558139534884,5
352,0.9,LinearSVC L1,0.7848837209302325,5
353,0.9,PCA,0.7906976744186046,5
354,1.0,None,0.7790697674418605,5
355,1.0,kthPercentile10,0.7790697674418605,5
356,1.0,kthPercentile25,0.7848837209302325,5
357,1.0,kthPercentile50,0.7732558139534884,5
358,1.0,LinearSVC L1,0.7790697674418605,5
359,1.0,PCA,0.7732558139534884,5
360,0.1,None,0.7764705882352941,6
361,0.1,kthPercentile10,0.6882352941176471,6
362,0.1,kthPercentile25,0.6764705882352942,6
363,0.1,kthPercentile50,0.7058823529411765,6
364,0.1,LinearSVC L1,0.7588235294117647,6
365,0.1,PCA,0.7529411764705882,6
366,0.2,None,0.7411764705882353,6
367,0.2,kthPercentile10,0.7705882352941177,6
368,0.2,kthPercentile25,0.7470588235294118,6
369,0.2,kthPercentile50,0.7411764705882353,6
370,0.2,LinearSVC L1,0.7588235294117647,6
371,0.2,PCA,0.7529411764705882,6
372,0.30000000000000004,None,0.7647058823529411,6
373,0.30000000000000004,kthPercentile10,0.7588235294117647,6
374,0.30000000000000004,kthPercentile25,0.7235294117647059,6
375,0.30000000000000004,kthPercentile50,0.7705882352941177,6
376,0.30000000000000004,LinearSVC L1,0.7705882352941177,6
377,0.30000000000000004,PCA,0.7764705882352941,6
378,0.4,None,0.788235294117647,6
379,0.4,kthPercentile10,0.7823529411764706,6
380,0.4,kthPercentile25,0.7705882352941177,6
381,0.4,kthPercentile50,0.7705882352941177,6
382,0.4,LinearSVC L1,0.7705882352941177,6
383,0.4,PCA,0.8,6
384,0.5,None,0.7941176470588235,6
385,0.5,kthPercentile10,0.8,6
386,0.5,kthPercentile25,0.7823529411764706,6
387,0.5,kthPercentile50,0.7764705882352941,6
388,0.5,LinearSVC L1,0.8176470588235294,6
389,0.5,PCA,0.788235294117647,6
390,0.6,None,0.7647058823529411,6
391,0.6,kthPercentile10,0.7941176470588235,6
392,0.6,kthPercentile25,0.8058823529411765,6
393,0.6,kthPercentile50,0.7823529411764706,6
394,0.6,LinearSVC L1,0.7647058823529411,6
395,0.6,PCA,0.7823529411764706,6
396,0.7000000000000001,None,0.7941176470588235,6
397,0.7000000000000001,kthPercentile10,0.7764705882352941,6
398,0.7000000000000001,kthPercentile25,0.7823529411764706,6
399,0.7000000000000001,kthPercentile50,0.788235294117647,6
400,0.7000000000000001,LinearSVC L1,0.8352941176470589,6
401,0.7000000000000001,PCA,0.7764705882352941,6
402,0.8,None,0.8,6
403,0.8,kthPercentile10,0.8235294117647058,6
404,0.8,kthPercentile25,0.8058823529411765,6
405,0.8,kthPercentile50,0.8,6
406,0.8,LinearSVC L1,0.8117647058823529,6
407,0.8,PCA,0.8,6
408,0.9,None,0.788235294117647,6
409,0.9,kthPercentile10,0.8352941176470589,6
410,0.9,kthPercentile25,0.7941176470588235,6
411,0.9,kthPercentile50,0.7941176470588235,6
412,0.9,LinearSVC L1,0.8058823529411765,6
413,0.9,PCA,0.788235294117647,6
414,1.0,None,0.788235294117647,6
415,1.0,kthPercentile10,0.8470588235294118,6
416,1.0,kthPercentile25,0.7941176470588235,6
417,1.0,kthPercentile50,0.8,6
418,1.0,LinearSVC L1,0.8117647058823529,6
419,1.0,PCA,0.788235294117647,6
420,0.1,None,0.6529411764705882,7
421,0.1,kthPercentile10,0.6470588235294118,7
422,0.1,kthPercentile25,0.6588235294117647,7
423,0.1,kthPercentile50,0.6588235294117647,7
424,0.1,LinearSVC L1,0.6647058823529411,7
425,0.1,PCA,0.6588235294117647,7
426,0.2,None,0.7294117647058823,7
427,0.2,kthPercentile10,0.6470588235294118,7
428,0.2,kthPercentile25,0.6588235294117647,7
429,0.2,kthPercentile50,0.711764705882353,7
430,0.2,LinearSVC L1,0.7,7
431,0.2,PCA,0.7176470588235294,7
432,0.30000000000000004,None,0.6882352941176471,7
433,0.30000000000000004,kthPercentile10,0.6705882352941176,7
434,0.30000000000000004,kthPercentile25,0.6764705882352942,7
435,0.30000000000000004,kthPercentile50,0.6882352941176471,7
436,0.30000000000000004,LinearSVC L1,0.6941176470588235,7
437,0.30000000000000004,PCA,0.6823529411764706,7
438,0.4,None,0.7411764705882353,7
439,0.4,kthPercentile10,0.7529411764705882,7
440,0.4,kthPercentile25,0.7352941176470589,7
441,0.4,kthPercentile50,0.7176470588235294,7
442,0.4,LinearSVC L1,0.7470588235294118,7
443,0.4,PCA,0.7352941176470589,7
444,0.5,None,0.7470588235294118,7
445,0.5,kthPercentile10,0.7058823529411765,7
446,0.5,kthPercentile25,0.7176470588235294,7
447,0.5,kthPercentile50,0.7411764705882353,7
448,0.5,LinearSVC L1,0.7294117647058823,7
449,0.5,PCA,0.7411764705882353,7
450,0.6,None,0.7235294117647059,7
451,0.6,kthPercentile10,0.6941176470588235,7
452,0.6,kthPercentile25,0.7,7
453,0.6,kthPercentile50,0.6941176470588235,7
454,0.6,LinearSVC L1,0.7235294117647059,7
455,0.6,PCA,0.7176470588235294,7
456,0.7000000000000001,None,0.7588235294117647,7
457,0.7000000000000001,kthPercentile10,0.7294117647058823,7
458,0.7000000000000001,kthPercentile25,0.7058823529411765,7
459,0.7000000000000001,kthPercentile50,0.7647058823529411,7
460,0.7000000000000001,LinearSVC L1,0.7470588235294118,7
461,0.7000000000000001,PCA,0.7588235294117647,7
462,0.8,None,0.7764705882352941,7
463,0.8,kthPercentile10,0.7176470588235294,7
464,0.8,kthPercentile25,0.7647058823529411,7
465,0.8,kthPercentile50,0.7588235294117647,7
466,0.8,LinearSVC L1,0.7764705882352941,7
467,0.8,PCA,0.7764705882352941,7
468,0.9,None,0.7705882352941177,7
469,0.9,kthPercentile10,0.7235294117647059,7
470,0.9,kthPercentile25,0.7470588235294118,7
471,0.9,kthPercentile50,0.7294117647058823,7
472,0.9,LinearSVC L1,0.7647058823529411,7
473,0.9,PCA,0.7470588235294118,7
474,1.0,None,0.7705882352941177,7
475,1.0,kthPercentile10,0.7352941176470589,7
476,1.0,kthPercentile25,0.7705882352941177,7
477,1.0,kthPercentile50,0.7588235294117647,7
478,1.0,LinearSVC L1,0.7823529411764706,7
479,1.0,PCA,0.7705882352941177,7
480,0.1,None,0.621301775147929,8
481,0.1,kthPercentile10,0.6331360946745562,8
482,0.1,kthPercentile25,0.6390532544378699,8
483,0.1,kthPercentile50,0.6331360946745562,8
484,0.1,LinearSVC L1,0.6272189349112426,8
485,0.1,PCA,0.6153846153846154,8
486,0.2,None,0.6331360946745562,8
487,0.2,kthPercentile10,0.6035502958579881,8
488,0.2,kthPercentile25,0.6331360946745562,8
489,0.2,kthPercentile50,0.6390532544378699,8
490,0.2,LinearSVC L1,0.6390532544378699,8
491,0.2,PCA,0.6094674556213018,8
492,0.30000000000000004,None,0.6627218934911243,8
493,0.30000000000000004,kthPercentile10,0.6331360946745562,8
494,0.30000000000000004,kthPercentile25,0.650887573964497,8
495,0.30000000000000004,kthPercentile50,0.6627218934911243,8
496,0.30000000000000004,LinearSVC L1,0.6982248520710059,8
497,0.30000000000000004,PCA,0.650887573964497,8
498,0.4,None,0.6804733727810651,8
499,0.4,kthPercentile10,0.650887573964497,8
500,0.4,kthPercentile25,0.6449704142011834,8
501,0.4,kthPercentile50,0.6923076923076923,8
502,0.4,LinearSVC L1,0.6863905325443787,8
503,0.4,PCA,0.6863905325443787,8
504,0.5,None,0.6804733727810651,8
505,0.5,kthPercentile10,0.621301775147929,8
506,0.5,kthPercentile25,0.6568047337278107,8
507,0.5,kthPercentile50,0.6804733727810651,8
508,0.5,LinearSVC L1,0.6745562130177515,8
509,0.5,PCA,0.6804733727810651,8
510,0.6,None,0.7159763313609467,8
511,0.6,kthPercentile10,0.6686390532544378,8
512,0.6,kthPercentile25,0.7337278106508875,8
513,0.6,kthPercentile50,0.7159763313609467,8
514,0.6,LinearSVC L1,0.7218934911242604,8
515,0.6,PCA,0.6982248520710059,8
516,0.7000000000000001,None,0.7159763313609467,8
517,0.7000000000000001,kthPercentile10,0.6804733727810651,8
518,0.7000000000000001,kthPercentile25,0.7100591715976331,8
519,0.7000000000000001,kthPercentile50,0.7100591715976331,8
520,0.7000000000000001,LinearSVC L1,0.7041420118343196,8
521,0.7000000000000001,PCA,0.7159763313609467,8
522,0.8,None,0.7100591715976331,8
523,0.8,kthPercentile10,0.6449704142011834,8
524,0.8,kthPercentile25,0.7041420118343196,8
525,0.8,kthPercentile50,0.7100591715976331,8
526,0.8,LinearSVC L1,0.6982248520710059,8
527,0.8,PCA,0.7100591715976331,8
528,0.9,None,0.757396449704142,8
529,0.9,kthPercentile10,0.6923076923076923,8
530,0.9,kthPercentile25,0.7396449704142012,8
531,0.9,kthPercentile50,0.7514792899408284,8
532,0.9,LinearSVC L1,0.727810650887574,8
533,0.9,PCA,0.757396449704142,8
534,1.0,None,0.7514792899408284,8
535,1.0,kthPercentile10,0.7218934911242604,8
536,1.0,kthPercentile25,0.7337278106508875,8
537,1.0,kthPercentile50,0.7396449704142012,8
538,1.0,LinearSVC L1,0.7337278106508875,8
539,1.0,PCA,0.7514792899408284,8
540,0.1,None,0.6287425149700598,9
541,0.1,kthPercentile10,0.6467065868263473,9
542,0.1,kthPercentile25,0.6107784431137725,9
543,0.1,kthPercentile50,0.6347305389221557,9
544,0.1,LinearSVC L1,0.6766467065868264,9
545,0.1,PCA,0.6107784431137725,9
546,0.2,None,0.7245508982035929,9
547,0.2,kthPercentile10,0.6766467065868264,9
548,0.2,kthPercentile25,0.7245508982035929,9
549,0.2,kthPercentile50,0.6946107784431138,9
550,0.2,LinearSVC L1,0.6826347305389222,9
551,0.2,PCA,0.7005988023952096,9
552,0.30000000000000004,None,0.7724550898203593,9
553,0.30000000000000004,kthPercentile10,0.7305389221556886,9
554,0.30000000000000004,kthPercentile25,0.7245508982035929,9
555,0.30000000000000004,kthPercentile50,0.7784431137724551,9
556,0.30000000000000004,LinearSVC L1,0.7844311377245509,9
557,0.30000000000000004,PCA,0.7784431137724551,9
558,0.4,None,0.7305389221556886,9
559,0.4,kthPercentile10,0.6946107784431138,9
560,0.4,kthPercentile25,0.718562874251497,9
561,0.4,kthPercentile50,0.7005988023952096,9
562,0.4,LinearSVC L1,0.7065868263473054,9
563,0.4,PCA,0.718562874251497,9
564,0.5,None,0.7784431137724551,9
565,0.5,kthPercentile10,0.7425149700598802,9
566,0.5,kthPercentile25,0.7425149700598802,9
567,0.5,kthPercentile50,0.7544910179640718,9
568,0.5,LinearSVC L1,0.7724550898203593,9
569,0.5,PCA,0.7664670658682635,9
570,0.6,None,0.7784431137724551,9
571,0.6,kthPercentile10,0.7245508982035929,9
572,0.6,kthPercentile25,0.7485029940119761,9
573,0.6,kthPercentile50,0.7485029940119761,9
574,0.6,LinearSVC L1,0.7664670658682635,9
575,0.6,PCA,0.7844311377245509,9
576,0.7000000000000001,None,0.7964071856287425,9
577,0.7000000000000001,kthPercentile10,0.7425149700598802,9
578,0.7000000000000001,kthPercentile25,0.7544910179640718,9
579,0.7000000000000001,kthPercentile50,0.7604790419161677,9
580,0.7000000000000001,LinearSVC L1,0.7904191616766467,9
581,0.7000000000000001,PCA,0.8023952095808383,9
582,0.8,None,0.7844311377245509,9
583,0.8,kthPercentile10,0.7544910179640718,9
584,0.8,kthPercentile25,0.7425149700598802,9
585,0.8,kthPercentile50,0.7485029940119761,9
586,0.8,LinearSVC L1,0.7904191616766467,9
587,0.8,PCA,0.7784431137724551,9
588,0.9,None,0.7844311377245509,9
589,0.9,kthPercentile10,0.8023952095808383,9
590,0.9,kthPercentile25,0.7724550898203593,9
591,0.9,kthPercentile50,0.7664670658682635,9
592,0.9,LinearSVC L1,0.7964071856287425,9
593,0.9,PCA,0.7784431137724551,9
594,1.0,None,0.8023952095808383,9
595,1.0,kthPercentile10,0.8263473053892215,9
596,1.0,kthPercentile25,0.7784431137724551,9
597,1.0,kthPercentile50,0.7485029940119761,9
598,1.0,LinearSVC L1,0.7904191616766467,9
599,1.0,PCA,0.8023952095808383,9
